,Category,Price,Brand,Condition,Occasion
717,Tops,21.0,Forever New,Like New,Casual
718,Jumpers,20.0,Sportsgirl,Like New,Casual
723,Jeans,25.0,Jeanswest,Like New,Casual
726,Jumpers,20.0,Regatta,Like New,Casual
727,Jumpers,20.0,Portmans,Like New,Casual
729,Activewear,25.0,Fila,Like New,Casual
730,Scarves,20.0,Witchery,Like New,Casual
732,Shorts,25.0,Adidas,Like New,Casual
738,Tops,25.0,Caroline Morgan,Like New,Casual
739,Jumpers,25.0,Sussan,Like New,Casual
743,Outerwear,20.0,Sussan,Like New,Casual
745,Tops,25.0,Sussan,Like New,Casual
746,Tops,25.0,Sussan,Like New,Casual
747,Outerwear,35.0,Sussan,Like New,Work
748,Dresses,40.0,Blue Illusion,Like New,Casual
749,Dresses,35.0,Blue Illusion,Like New,Casual
750,Tops,30.0,Regatta,Like New,Casual
751,Dresses,40.0,Regatta,Like New,Work
754,Activewear,15.0,Lorna Jane,Like New,Casual
758,Jumpers,10.0,H And M,Like New,Casual
759,Jumpers,10.0,Glassons,Like New,Casual
764,Tops,10.0,Glassons,Like New,Casual
765,Jumpers,10.0,H And M,Like New,Casual
769,Tops,15.0,Forever New,Like New,Casual
771,Jeans,15.0,Seed,Like New,Casual
775,Tops,25.0,Decjuba,Like New,Casual
776,Tops,10.0,H And M,Like New,Casual
782,Tops,15.0,Zara,Like New,Casual
784,Tops,20.0,Sportsgirl,Like New,Casual
785,Dresses,20.0,Seed,Like New,Casual
787,Tops,20.0,Portmans,Like New,Casual
795,Skirts,25.0,Tokito,Like New,Casual
799,Shorts,25.0,French Connection,Like New,Casual
803,Pants,30.0,Asos,Like New,Work
804,Dresses,20.0,Asos,Like New,Casual
805,Dresses,30.0,Paint It Red,Like New,Cocktail And Party
809,Skirts,20.0,Asos,Like New,Casual
811,Dresses,20.0,Asos,Like New,Casual
814,Tops,20.0,Bardot,Like New,Cocktail And Party
816,Tops,15.0,Roxy,Like New,Casual
818,Activewear,25.0,Lululemon,Like New,Casual
821,Tops,25.0,Lululemon,Like New,Casual
822,Outerwear,40.0,Mango,Like New,Casual
823,Outerwear,30.0,Zara,Like New,Cocktail And Party
824,Tops,40.0,Sheike,Like New,Casual
825,Tops,40.0,Saba,Like New,Casual
826,Outerwear,35.0,Zara,Like New,Casual
828,Pants,25.0,Mango,Like New,Casual
832,Jeans,20.0,Zara,Like New,Casual
835,Hats,15.0,Topshop,Like New,Casual
836,Scarves,15.0,Witchery,Like New,Casual
838,Bags,18.0,Topshop,Like New,Casual
840,Pants,15.0,Jeanswest,Like New,Casual
841,Dresses,25.0,Tokito,Like New,Casual
842,Tops,18.0,Portmans,Like New,Casual
845,Skirts,25.0,Zara,Like New,Casual
846,Dresses,15.0,Sportsgirl,Like New,Casual
847,Dresses,18.0,Portmans,Like New,Casual
848,Tops,15.0,Seed,Like New,Casual
850,Tops,15.0,Forever New,Like New,Casual
851,Pants,40.0,Kookai,Like New,Casual
852,Outerwear,40.0,Forever New,Like New,Casual
854,Dresses,25.0,Portmans,Like New,Casual
855,Tops,20.0,Portmans,Like New,Casual
18,Dresses,30.0,Zara,Like New,Cocktail And Party
53,Dresses,40.0,Trenery,Like New,Casual
55,Dresses,250.0,Camilla,Like New,Cocktail And Party
61,Dresses,30.0,Zara,Like New,Cocktail And Party
102,Tops,25.0,Ts,Like New,Casual
107,Tops,25.0,Country Road,Like New,Casual
123,Jumpers,15.0,Levis,Like New,Casual
125,Dresses,20.0,H And M,Like New,Casual
126,Dresses,20.0,H And M,Like New,Casual
127,Dresses,25.0,Mink Pink,Like New,Casual
128,Tops,25.0,Cos,Like New,Casual
130,Jumpers,20.0,Calvin Klein,Like New,Casual
131,Tops,15.0,Veronika Maine,Like New,Casual
132,Dresses,40.0,Kookai,Like New,Cocktail And Party
133,Tops,25.0,Kookai,Like New,Casual
135,Tops,20.0,Zara,Like New,Casual
141,Dresses,40.0,Veronika Maine,Like New,Cocktail And Party
143,Dresses,40.0,Sheike,Like New,Cocktail And Party
145,Dresses,30.0,Regatta,Like New,Cocktail And Party
147,Skirts,30.0,Kookai,Like New,Cocktail And Party
170,Jumpers,25.0,Uniqlo,Like New,Casual
172,Dresses,25.0,Jeanswest,Like New,Casual
173,Tops,25.0,Jeanswest,Like New,Casual
174,Dresses,25.0,Forever New,Like New,Casual
177,Jeans,25.0,Guess,Like New,Casual
178,Jeans,25.0,Guess,Like New,Casual
179,Jumpers,15.0,Jeanswest,Like New,Casual
180,Jumpers,15.0,Jeanswest,Like New,Casual
181,Jumpers,15.0,Jeanswest,Like New,Casual
184,Tops,14.0,Forever New,Like New,Casual
185,Tops,13.0,Sportsgirl,Like New,Casual
187,Dresses,18.0,Glassons,Like New,Casual
202,Tops,15.0,Seed,Like New,Casual
204,Dresses,15.0,Jeanswest,Like New,Casual
213,Tops,25.0,Seed,Like New,Casual
214,Outerwear,30.0,Nike,Like New,Casual
216,Dresses,30.0,Jacqui E,Like New,Casual
218,Dresses,20.0,Glassons,Like New,Casual
221,Tops,20.0,Zara,Like New,Casual
222,Tops,15.0,Sportsgirl,Like New,Casual
223,Skirts,25.0,Country Road,Like New,Casual
228,Dresses,15.0,Ally,Like New,Casual
231,Tops,15.0,Bardot,Like New,Casual
232,Dresses,70.0,Karen Millen,Like New,Cocktail And Party
233,Dresses,15.0,Zara,Like New,Casual
235,Activewear,20.0,French Connection,Like New,Casual
236,Tops,20.0,Guess,Like New,Casual
237,Tops,20.0,Witchery,Like New,Casual
238,Tops,15.0,Trenery,Like New,Casual
239,Tops,20.0,Witchery,Like New,Casual
241,Tops,10.0,Jacqui E,Like New,Casual
242,Tops,10.0,Jacqui E,Like New,Casual
243,Tops,15.0,David Lawrence,Like New,Casual
245,Tops,17.0,Witchery,Like New,Casual
246,Tops,18.0,French Connection,Like New,Casual
247,Tops,18.0,Witchery,Like New,Casual
248,Tops,10.0,Country Road,Like New,Casual
249,Dresses,15.0,Topshop,Like New,Casual
250,Dresses,50.0,Karen Millen,Like New,Cocktail And Party
251,Dresses,50.0,Karen Millen,Like New,Cocktail And Party
252,Tops,10.0,David Lawrence,Like New,Casual
253,Tops,18.0,Witchery,Like New,Casual
254,Tops,10.0,Jacqui E,Like New,Casual
255,Tops,10.0,Jacqui E,Like New,Casual
256,Pants,10.0,Topshop,Like New,Casual
257,Pants,10.0,Topshop,Like New,Casual
258,Dresses,15.0,Topshop,Like New,Casual
259,Jeans,10.0,Zara,Like New,Casual
260,Tops,17.0,Witchery,Like New,Casual
261,Tops,10.0,Zara,Like New,Casual
262,Dresses,45.0,Marcs,Like New,Casual
263,Skirts,25.0,Princess Highway,Like New,Casual
264,Tops,25.0,Kookai,Like New,Casual
266,Jeans,25.0,Levis,Like New,Casual
271,Jumpers,30.0,Uniqlo,Like New,Casual
274,Jeans,25.0,Country Road,Like New,Casual
275,Tops,25.0,Decjuba,Like New,Casual
276,Tops,20.0,Witchery,Like New,Casual
277,Tops,25.0,Sussan,Like New,Casual
279,Tops,18.0,Country Road,Like New,Casual
283,Jeans,25.0,Saba,Like New,Casual
284,Pants,25.0,Marcs,Like New,Casual
285,Skirts,28.0,Saba,Like New,Casual
289,Outerwear,30.0,Seed,Like New,Casual
290,Dresses,30.0,David Lawrence,Like New,Casual
292,Tops,15.0,Topshop,Like New,Casual
294,Dresses,15.0,Miss Shop,Like New,Casual
295,Dresses,15.0,Miss Shop,Like New,Casual
302,Activewear,50.0,Nike,Like New,Casual
303,Skirts,40.0,Lululemon,Like New,Casual
305,Activewear,20.0,Seed,Like New,Casual
306,Activewear,50.0,Nike,New with Tags,Casual
309,Activewear,40.0,Nike,Like New,Casual
310,Activewear,40.0,Nike,Like New,Casual
311,Activewear,45.0,Nike,Like New,Casual
312,Jumpers,30.0,Nike,Like New,Casual
313,Tops,25.0,Nike,Like New,Casual
314,Tops,25.0,Nike,Like New,Casual
315,Tops,25.0,Nike,Like New,Casual
316,Activewear,40.0,Nike,Like New,Casual
317,Activewear,30.0,Nike,Like New,Casual
318,Dresses,15.0,Capture,Like New,Casual
319,Dresses,25.0,Noni B,Like New,Casual
321,Tops,15.0,Forever New,Like New,Casual
327,Tops,15.0,Caroline Morgan,Like New,Casual
330,Dresses,25.0,Basque,Like New,Casual
332,Tops,12.0,H And M,Like New,Casual
337,Dresses,15.0,Asos,Like New,Casual
339,Dresses,25.0,Princess Highway,Like New,Cocktail And Party
1,Skirts,15.0,Valley Girl,Like New,Casual
2,Dresses,25.0,Cooper St,Like New,Cocktail And Party
3,Skirts,25.0,River Island,Like New,Casual
4,Tops,20.0,River Island,Like New,Casual
10,Tops,20.0,Spicy Sugar,Like New,Casual
18,Tops,25.0,Sussan,Like New,Casual
23,Dresses,45.0,Veronika Maine,Like New,Casual
24,Tops,25.0,Regatta,Like New,Casual
25,Tops,25.0,Veronika Maine,Like New,Casual
30,Dresses,25.0,Liz Jordan,Like New,Casual
37,Tops,25.0,Blue Illusion,Like New,Casual
39,Skirts,20.0,Revival,Like New,Casual
43,Dresses,25.0,Mink Pink,Like New,Casual
46,Dresses,30.0,Basque,Like New,Cocktail And Party
48,Dresses,20.0,Mink Pink,Like New,Casual
50,Tops,15.0,Forever 21,Like New,Casual
53,Tops,20.0,H And M,Like New,Casual
55,Skirts,30.0,Decjuba,Like New,Casual
56,Dresses,30.0,Cue,Like New,Cocktail And Party
57,Dresses,25.0,River Island,Like New,Casual
58,Dresses,25.0,H And M,Like New,Casual
59,Dresses,25.0,Portmans,Like New,Cocktail And Party
62,Tops,15.0,Zara,Like New,Casual
64,Dresses,25.0,Miss Shop,Like New,Casual
65,Dresses,40.0,Sheike,Like New,Cocktail And Party
68,Tops,15.0,Forever 21,Like New,Casual
71,Scarves,15.0,Asos,Like New,Casual
72,Skirts,25.0,Decjuba,Like New,Casual
73,Skirts,40.0,Veronika Maine,Like New,Cocktail And Party
75,Dresses,30.0,Portmans,Like New,Casual
76,Dresses,30.0,Portmans,Like New,Cocktail And Party
77,Dresses,85.0,Kookai,Like New,Cocktail And Party
78,Outerwear,50.0,Ted Baker,Like New,Cocktail And Party
79,Dresses,40.0,Kookai,Like New,Cocktail And Party
80,Skirts,25.0,Uniqlo,Like New,Cocktail And Party
81,Shorts,25.0,Lululemon,Like New,Casual
82,Tops,20.0,Nike,Like New,Casual
83,Tops,20.0,Lululemon,Like New,Casual
84,Tops,15.0,Zara,Like New,Casual
93,Outerwear,30.0,Portmans,Like New,Work
94,Outerwear,30.0,Portmans,Like New,Work
95,Outerwear,30.0,Portmans,New with Tags,Work
96,Outerwear,30.0,Portmans,New with Tags,Summer Dress
97,Tops,20.0,H And M,Like New,Casual
98,Outerwear,30.0,Portmans,Like New,Work
106,Dresses,20.0,Ghanda,Like New,Casual
107,Skirts,30.0,Forever New,Like New,Casual
109,Outerwear,25.0,Jacqui E,Like New,Casual
111,Outerwear,40.0,Forever New,Like New,Cocktail And Party
112,Dresses,25.0,Forever New,Like New,Cocktail And Party
127,Tops,60.0,Gorman,Like New,Casual
128,Tops,25.0,Country Road,Like New,Casual
129,Tops,25.0,Witchery,Like New,Casual
130,Scarves,25.0,Country Road,Like New,Casual
131,Jumpers,35.0,Saba,Like New,Casual
133,Jumpers,25.0,Witchery,Like New,Casual
134,Jeans,25.0,Topshop,Like New,Casual
135,Dresses,25.0,Cue,Like New,Cocktail And Party
136,Dresses,25.0,Cue,Like New,Cocktail And Party
138,Dresses,30.0,Alannah Hill,Like New,Casual
139,Dresses,25.0,Cue,Like New,Cocktail And Party
140,Dresses,25.0,Review,Like New,Casual
141,Skirts,25.0,Cue,Like New,Cocktail And Party
142,Dresses,30.0,Kookai,Like New,Cocktail And Party
143,Dresses,30.0,Cue,Like New,Cocktail And Party
144,Tops,25.0,Kookai,Like New,Casual
145,Skirts,30.0,Kookai,Like New,Casual
146,Tops,25.0,Country Road,Like New,Casual
147,Jumpers,25.0,Sussan,Like New,Casual
148,Jumpers,20.0,Uniqlo,Like New,Casual
149,Jeans,30.0,Decjuba,Like New,Casual
150,Jeans,25.0,Topshop,Like New,Casual
151,Jeans,25.0,Topshop,Like New,Casual
152,Jeans,30.0,Country Road,Like New,Casual
153,Tops,20.0,Capture,Like New,Casual
155,Jumpers,25.0,Capture,Like New,Casual
157,Dresses,25.0,Ts,Like New,Casual
158,Tops,25.0,Blue Illusion,Like New,Casual
159,Pants,25.0,Blue Illusion,Like New,Casual
162,Dresses,25.0,Ts,Like New,Casual
163,Outerwear,25.0,H And M,Like New,Casual
165,Jumpers,25.0,Capture,Like New,Casual
166,Dresses,25.0,Autograph,Like New,Casual
168,Dresses,25.0,Ts,Like New,Casual
170,Tops,25.0,Seed,Like New,Casual
171,Jumpers,25.0,Capture,New with Tags,Casual
173,Outerwear,35.0,Capture,Like New,Casual
174,Tops,25.0,Sussan,Like New,Casual
177,Tops,25.0,Tokito,Like New,Casual
180,Dresses,30.0,Ts,Like New,Casual
184,Dresses,40.0,Kookai,Like New,Casual
190,Jumpers,40.0,Vigorella,Like New,Casual
191,Tops,35.0,Vigorella,Like New,Casual
192,Tops,40.0,Vigorella,Like New,Casual
193,Tops,40.0,Vigorella,Like New,Casual
194,Pants,40.0,Vigorella,Like New,Casual
195,Dresses,40.0,Vigorella,Like New,Casual
196,Skirts,35.0,Vigorella,Like New,Casual
197,Dresses,40.0,Vigorella,Like New,Casual
198,Tops,35.0,Vigorella,Like New,Casual
200,Tops,25.0,Blue Illusion,Like New,Casual
202,Outerwear,30.0,Sportsgirl,Like New,Casual
207,Tops,25.0,Sportscraft,Like New,Casual
209,Skirts,30.0,Princess Highway,Like New,Casual
213,Outerwear,25.0,Noni B,Like New,Casual
219,Tops,20.0,Adidas,Like New,Casual
220,Outerwear,40.0,Lorna Jane,Like New,Casual
222,Bags,15.0,Seed,Like New,Casual
223,Bags,35.0,Guess,Like New,Casual
226,Dresses,300.0,Camilla,Like New,Casual
227,Tops,25.0,Yarra Trail,Like New,Casual
228,Dresses,30.0,Yarra Trail,Like New,Casual
229,Dresses,25.0,Virtuelle,Like New,Casual
230,Dresses,30.0,Yarra Trail,Like New,Casual
231,Dresses,30.0,Yarra Trail,Like New,Casual
232,Tops,25.0,Ts,Like New,Casual
233,Dresses,30.0,Ts,Like New,Casual
234,Jumpers,25.0,Yarra Trail,Like New,Casual
235,Dresses,30.0,Yarra Trail,Like New,Casual
237,Dresses,25.0,Yarra Trail,Like New,Casual
238,Dresses,25.0,Ts,Like New,Casual
239,Dresses,25.0,Ts,Like New,Casual
240,Dresses,30.0,Ts,Like New,Cocktail And Party
241,Shorts,25.0,Ts,Like New,Casual
242,Skirts,25.0,Virtuelle,Like New,Casual
243,Skirts,25.0,Virtuelle,Like New,Casual
